Text,entities,entity_types,Combined
"The format is backwards compatible with SDR UHDTV , but not with older SDR displays that do not implement the Rec .","['SDR', 'UHDTV', 'SDR']","['Device', 'Device', 'Device']","['SDR displays', 'SDR', 'UHDTV', 'SDR']"
Per research firm Statista more than 45 million smart home devices will be installed in U.S. homes by the end of the year 2018 .,['smart home'],['Device'],"['smart home', 'smart home']"
"The game was released on Nintendo Switch , PlayStation 4 , and Xbox One in April 2017 , later releasing for Microsoft Windows in June 2017 , macOS and Linux in July 2017 , iOS and Android in May 2019 , and Amazon Luna in October 2020 .",['Xbox One'],['Device'],"['Xbox One', 'Xbox One']"
nohup is a command to make a command ignore the signal .,['nohup'],['Device'],"['nohup', 'nohu']"
"For example , ITU-R BT.656 and SMPTE 259M define digital video interfaces used for broadcast-grade video .",['ITU-R BT.656'],['Device'],"['ITU-R BT.656', 'ITU - R BT . 656']"
"On the PC , the Zune software streams files to other PCs , the Xbox 360 , and other compatible devices .",['PCs'],['Device'],"['the Xbox 360', 'the PC', 'PCs', 'PC']"
Hope for Smackdown on the Dreamcast - Attitude goes flat on you. -,['Smackdown'],['Device'],"['Dreamcast', 'Smackdown']"
"Using this standard , headphones with sensitivities of 90 , 100 and 110dB ( SPL ) /V should be driven by an amplifier capable of no more than 3.162 , 1.0 and 0.3162 RMS volts at maximum volume setting , respectively to reduce the risk of hearing damage .",['headphones'],['Device'],"['headphones', 'headphones']"
"Modern damped moving iron mechanisms can provide respectable sound quality , and are used in headphones .",['headphones'],['Device'],"['headphones', 'headphones']"
"Peripherals unveiled and demonstrated at this event include Broderbund 's U-Force , Beeshu 's Zoomer , and Nintendo 's Power Pad .",['U-Force'],['Device'],"['Power Pad', 'U - Force']"
"Unlike prior Game & Watch systems , the system does n't have a kickstand .",['Game & Watch'],['Device'],"['Game & Watch', 'Game & Watch']"
"21 : Two One is a Japanese murder mystery visual novel developed by BasiL , it was first released as an adult PC game for Microsoft Windows on May 25 , 2001 .",['PC'],['Device'],"['PC', 'PC']"
"Since the lower nibble of this value is a non-decimal digit ( D ) , it must be adjusted by adding 06 to produce the correct BCD result of 73 , which represents the decimal value 73 .",['D'],['Device'],['BCD']
"Additionally , each aircraft has a slightly different way of measuring altitude that needs adjustment , the CSBS accounted for this effect by including two altitude scales , a linear scale of altitude in orange on the right side of the bar , and any number of white scales on the back that could be clipped onto the sight .",['CSBS'],['Device'],"['CSBS', 'CSBS']"
"Ctrl- \ sends a QUIT signal ( SIGQUIT ) ; by default , this causes the process to terminate and dump core .",['Ctrl- \\'],['Device'],"['Ctrl- \\', 'Ctrl - \\']"
Log Jammers is a sports video game published and developed by Mega Cat Studios .,['Log Jammers'],['Device'],"['Log Jammers', 'Log Jammers']"
The Apple II was unveiled to the public at the West Coast Computer Faire in April 1977 and became available for sale in June .,['Apple II'],['Device'],"['Apple II', 'Apple II']"
Used in the Apple Watch Series 7 and second-generation HomePod .,"['Apple Watch Series 7', 'HomePod']","['Device', 'Device']","['Apple Watch Series 7', 'Apple Watch Series', 'HomePod']"
"My Spanish Coach led all Nintendo DS games in sales during the week of August 15 , 2008 to August 21 , 2008 .",['Nintendo DS'],['Device'],"['Nintendo DS', 'Nintendo DS']"
WWF War Zone also features audio commentary provided by Vince McMahon and Jim Ross .,['WWF War Zone'],['Device'],"['WWF War Zone', 'WWF War Zone']"
"However , this head hovers mere nanometers from the platter 's surface which makes a collision an acknowledged risk .",['platter'],['Device'],"['platter', 'platter']"
"While it was incorporated into the Macintosh 's operating system , it was not officially supported by Apple ( though programming information was made available through an Apple Technical Note ) .",['Macintosh'],['Device'],"['Macintosh', 'Macintosh']"
Specifies alternative path to search for DOS files .,['DOS'],['Device'],"['DOS', 'DOS']"
Gundam : Battle Assault is a fighting game similar to Gundam : The Battle Master set in the Mobile Suit Gundam Wing storyline .,"['Gundam : Battle Assault', 'Gundam : The Battle Master']","['Device', 'Device']","['Gundam : Battle Assault', 'Gundam : Battle Assault', 'Gundam : The Battle Master']"
One major departure from all previous ADB and USB keyboards was the removal of the remote power key .,"['ADB', 'keyboards', 'power key']","['Device', 'Device', 'Device']","['keyboards', 'ADB', 'keyboards', 'power key']"
"The Lenovo IdeaPad Flex is a dual-mode laptop line by Lenovo ; Unlike the Lenovo IdeaPad Yoga line of devices the keyboard does not bend back entirely to allow use as a tablet , it 's only a dual-mode laptop ( except some models ) .","['laptop', 'keyboard', 'laptop']","['Device', 'Device', 'Device']","['laptop', 'tablet', 'laptop', 'keyboard', 'tablet', 'laptop']"
"The price of this bundle was £747.50 which also included a television modulator developed by the bundle 's distributor , ZCL , designed for use with - any TV set - and offering a - monitor quality - picture .",['monitor'],['Device'],"['TV set', 'monitor']"
The DSR-570 is intrinsically different from most camcorders because of its hybrid capabilities .,['DSR-570'],['Device'],"['DSR-570', 'DSR - 570']"
Gears of War : Ultimate Edition is a 2015 third-person shooter video game .,['Gears of War : Ultimate Edition'],['Device'],"['Gears of War : Ultimate Edition', 'Gears of War : Ultimate Edition']"
"Belgian website Belgium iPhone originally found the images after plugging in an iPod for the first time , and subsequent photos were discovered by Pierre Dandumont before being leaked .",['iPhone'],['Device'],"['iPod', 'iPhone', 'iP']"
"In conjunction with its release , Apple renamed AirTunes as AirPlay , with support for streaming video from iPhones , iPads and Macs to Apple TV .","['iPhones', 'iPads']","['Device', 'Device']","['Macs', 'iPads', 'iPhones', 'iPhone', 'iPad', 'Apple TV']"
"For example , with SYS /L /DR:703 the written Volume Boot Record would look for a renamed and modified IBMBIO.703 system file ( instead of the default IBMBIO.COM ) and the IBMBIO.703 would look for IBMDOS.703 and [D]CONFIG.703 ( instead of IBMDOS.COM and [D]CONFIG.SYS ) , so that multiple parallel sets of files can coexist in the same root directory and be selected via a boot-loader like LOADER , supplied with Multiuser DOS and DR-DOS 7.02/7.03 .",['Volume Boot Record'],['Device'],"['Volume Boot Record', 'Volume Boot Record']"
"The long loading times in the PS2 version were widely criticized , and their reduction in the Xbox and GameCube versions was welcomed .",['PS2'],['Device'],"['Xbox', 'PS2']"
"Initially Micro Machines V3 was published only in Europe , but in late 1997 Midway Games acquired the U.S. distribution rights and announced a November 1997 U.S. release for the PlayStation version .",['PlayStation'],['Device'],"['PlayStation', 'PlayStation']"
"These presentations often showed the Power Macintosh besting Intel 's Pentium chips by margins significantly exceeding 50% , but independent benchmarks did not bear this out .",['Power Macintosh'],['Device'],"['Power Macintosh', 'Power Macintosh']"
"Its replacement , the Power Macintosh 5200 LC , features a PowerPC processor .",['Power Macintosh 5200 LC'],['Device'],"['Power Macintosh 5200 LC', 'Power Macintosh 5200 LC']"
"Later , on 10 November 2020 , Apple also revealed three new Mac models using the Apple M1 , another 5nm chip .",['Apple M1'],['Device'],"['Mac', 'Mac', 'Apple M1']"
"HACS III which appeared in 1935 , had provision for stabilization , was hydraulically driven , featured much improved data transmission and it introduced the HACS III Table .","['HACS', 'HACS']","['Device', 'Device']","['HACS III', 'HACS', 'HACS']"
"Workers ( Trogglus laborus ) ( purple and white on Apple II and DOS , magenta and white on Macintosh ) - this Troggle adds new answers and/or changes existing answers as he moves around .","['Apple II', 'DOS']","['Device', 'Device']","['Apple II', 'Macintosh', 'Apple II', 'DOS', 'Macintosh']"
"On December 1 , 1997 , BS Shin Onigashima was redone for a commercial release on the Nintendo Power , as with the original Disk System game included as a bonus .",['Disk System'],['Device'],"['Disk System', 'Disk System']"
These changes do not affect the 32-bit variants of Windows 8.1 .,['Windows 8.1'],['Device'],"['32-bit', 'Windows 8 . 1']"
The Backspace key deletes the preceding character .,['Backspace key'],['Device'],"['Backspace key', 'Backspace key']"
"The IBM 1402 was a high speed card reader/punch introduced on October 5 , 1959 as a peripheral input/output device for the IBM 1401 computer .","['IBM 1402', 'card reader/punch', 'IBM 1401']","['Device', 'Device', 'Device']","['IBM 1402', 'IBM 1401', 'IBM 1402', 'IBM 1401']"
"The NES and Game Boy versions , developed by Ocean Software , were the first versions to be released ; they were published by Sony Imagesoft , and were released in February 1992 .",['Game Boy'],['Device'],"['Game Boy', 'Game Boy']"
"Development issues , worsened by Game Freak being sidetracked with Pokémon Stadium and the localization of the first generation , led the game to be postponed , and the original release slate was taken over by Pokémon Yellow .",['Pokémon Stadium'],['Device'],"['Pokémon Yellow', 'Pokémon Stadium']"
"The Xperia C has subtle rounded edges and instead of a glass chassis , it features a soft-touch back cover that completely envelops the sides and back .",['Xperia'],['Device'],"['Xperia C', 'Xper']"
"In early 2010 Fujitsu announced availability of its x86-64 PRIMEQUEST line of servers , which support LPARs .","['x86-64', 'LPARs']","['Device', 'Device']","['x86-64', 'x86 - 64', 'LPAR']"
"Another change was the addition of an optional 16-bit data bus , which doubled the rate at which it could access memory if set up properly .",['16-bit'],['Device'],"['16-bit', '16 bit']"
"Although the Jaguar CD version remained to be listed across multiple issues of online magazine Atari Explorer Online up until their last issue published in January 1996 , in addition of internal documents from Atari Corp . listing the project as in development in December 1995 and with the then-recently formed Atari Interactive announcing their plans to publish the PC version , Atari would ultimately start cancelling upcoming titles for the Jaguar in February 1996 and closing their PC publishing division before merging with JT Storage in a reverse takeover on April of the same year , which left the Jaguar CD version unreleased and the PC version shelved as a result .","['Jaguar CD', 'PC', 'Jaguar', 'PC', 'Jaguar CD', 'PC']","['Device', 'Device', 'Device', 'Device', 'Device', 'Device']","['Jaguar CD', 'Jaguar CD', 'Jaguar', 'Jaguar CD']"
"For use with the Pentium Dual-Core , Core 2 Duo , Core 2 Quad , and Core 2 Extreme CPUs .","['Core', 'Core', 'Core', 'CPUs']","['Device', 'Device', 'Device', 'Device']","['Core 2 Quad', 'Core 2 Extreme', 'Core 2 Duo', 'Pentium Dual - Core', 'Core 2', 'Core 2', 'Core 2']"
The cable is a 8-pin inline serial cable that plugs directly into the back of the PlayStation console and was a fully supported Sony accessory for the market life of the console .,['PlayStation console'],['Device'],"['PlayStation console', 'PlayStation console']"
"The following titles were the top ten best-selling home video games ( console games or computer games ) of 1998 in Japan , the United States , and Germany .",['home'],['Device'],"['home video games', 'home']"
"FRYes2004AltronTHQNA , PALAll-Star Baseball 2003N/A2002Software CreationsAcclaim SportsNAAll-Star Baseball 2004N/A2003Acclaim Studios ManchesterAcclaim SportsNAAltered Beast : Guardian of the RealmsYes20023d6 GamesTHQNA , PALThe Amazing Virtual Sea-MonkeysN/A2002Elo InteractiveConspiracy EntertainmentNAAmerican Bass Challenge NA• Super Black Bass Advance JP PALYes ( SPM ) 2001StarfishUbisoftNA , JPAmerican Idol NA• Pop Idol PAL• Deutschland sucht den Superstar DEN/A2003Rockstar LeedsCodemastersNA , PALAn American Tail : Fievel 's Gold Rush NA , PAL• Fievel et le Trésor Perdu FR• Feivel der Mauswanderer und der Verborgene Schatz DENo2002Hokus-PokusConspiracy EntertainmentNA , PALAngel Collection - Mezase !",['Pop Idol'],['Device'],"['Angel Collection - Mezase !', 'Pop Idol']"
"At this time , DOS did not support sub-directories , but typically there were only a few dozen files on a diskette .","['DOS', 'diskette']","['Device', 'Device']","['diskette', 'DOS', 'diskette']"
"Multi-touch : this method is similar to a multi-touch touchpad on a laptop with support for tap input for multiple fingers , the most famous example being the Apple Magic Mouse .",['Mouse'],['Device'],"['Apple Magic Mouse', 'laptop', 'Mouse']"
"The only currently ( as of 2018 ) running CDC 6000 series machine , a 6500 , has been restored by Living Computers : Museum + Labs It was built in 1967 and used by Purdue University until 1989 when it was decommissioned and then given to the Chippewa Falls Museum of Industry and Technology before being purchased by Paul Allen for LCM+L .",['CDC 6000 series'],['Device'],"['CDC 6000 series', '6500', 'CDC 6000 series']"
"Silent Hill became available for download from the European PlayStation Network store of the PlayStation 3 and the PlayStation Portable on March 19 , 2009 .",['PlayStation Network'],['Device'],"['PlayStation Network', 'PlayStation Network']"
1981 US$1795 Z80 @ 4.0 Osborne 1 1981 US$795 2× Hitachi 6301 @ 0.614 Epson HX-20 090508 oldcomputers.net 1981 Z80 compatible Husky ( computer ) 090508 old-computers.com 1982 8088 @ 4.77 Columbia Data Products 1982 Z80A @ 4 Grundy NewBrain 1982 Z80 @ 2.5 Kaypro 1982 US$8000 8086 @ ?,"['Osborne 1', 'Epson HX-20', 'Husky', '8088', 'Columbia Data Products', 'Grundy NewBrain']","['Device', 'Device', 'Device', 'Device', 'Device', 'Device']","['Osborne 1', 'Hitachi 6301', 'NewBrain', 'Husky ( computer )', 'Osborne 1', 'Epson HX - 20', 'Husky', '8088', 'Columbia Data Products', 'Grundy NewBrain']"
"As well as free multiplayer , Microsoft reduced the technical requirements for those developers looking to utilize Live such as removing playlist servers , and allowing studios to use the Microsoft matchmaking servers instead .",['Live'],['Device'],"['Live', 'Live']"
"The Pentium 4 's execution trace cache stores micro-operations resulting from decoding x86 instructions , providing also the functionality of a micro-operation cache .",['x86 instructions'],['Device'],"['Pentium 4', 'x86 instructions']"
Some versions of DOS will probe for alternative filenames taking precedence over the default CONFIG.SYS filename if they exist :,['DOS'],['Device'],"['DOS', 'DOS']"
"Legend is a 2D game like its predecessors , despite the PlayStation 's 3D focus , because the console could not handle the full 3D world Ishii envisioned where one could interact with natural shaped objects .",['PlayStation'],['Device'],"['PlayStation', 'PlayStation']"
"Issued by default , they can be suppressed by specifying SET NO_SEP = ON or SET NO_SEP = 1 under PCDOS .","['SET', 'SET']","['Device', 'Device']","['PCDOS', 'SET', 'SET']"
"Like the Macintosh Portable before it , with the addition of an external color video port ( missing on the 170 ) , the 180 became a full-featured , no-compromises desktop replacement , equivalent in performance to the Macintosh LC III+ .","['Macintosh Portable', 'Macintosh LC III+']","['Device', 'Device']","['Macintosh LC III+', 'Macintosh Portable', 'Macintosh Portable', 'Macintosh LC']"
"Same as , but explicitly loads buffers into HMA or UMB ( like under DR DOS 6.0 and higher ) .",['DOS'],['Device'],"['DOS', 'DOS']"
"Likewise , 2MB can be installed by fitting an 8372B Agnus and extra memory .",['Agnus'],['Device'],"['Agnus', 'Agnus']"
"The book 's ending also hints at the events of Gears Tactics with Gabriel 's demotion to Sergeant and motor pool and a mention by Colonel Victor Hoffman of Ukkon , the primary antagonist of Gears Tactics .","['Gears Tactics', 'Gears Tactics']","['Device', 'Device']","['Gears Tactics', 'Gears Tactics', 'Gears Tactic']"
DeltaChrome S4 Pro mid-2004 130 300 4/4/4 2 300 128 Shader Model 2 DeltaChrome S8 mid-2004 130 300 8/8/8 4 300 128 Shader Model 2 DeltaChrome S8 Nitro mid-2004 130 315 8/8/8 4 315 128 Shader Model 2 DeltaChrome S8 ULP mid-2004 130 200 8/8/8 4 300 128 Shader Model 2 GammaChrome S18 CE 3/2005 130 400 4/4/4 4 300 128 Shader Model 2 GammaChrome S18 PRO 3/2005 130 300 4/4/4 4 300 128 Shader Model 2 Chrome S25 11/2005 90 600 4/8/8 4 400 ( Max 500/500/700 for GDDR1/GDDR2/GDDR3 memory ) 32/64/128 PCIe .,['Chrome S25'],['Device'],"['DeltaChrome S8', 'DeltaChrome S8 Pro', 'DeltaChrome S4 Pro', 'Nitro']"
"The second Berkeley Software Distribution ( 2BSD ) , released in May 1979 , included updated versions of the 1BSD software as well as two new programs by Joy that persist on Unix systems to this day : the vi text editor ( a visual version of ex ) and the C shell .",['ex'],['Device'],"['C shell', 'ex']"
"However , not all EGA cards implemented this feature and just very few programs utilizing EGA modes relied on it .","['EGA', 'EGA']","['Device', 'Device']","['EGA', 'EGA', 'EGA']"
"It used an optical disc that stored 170,000 word-for-word and statement-for-statement translations and a custom computer to look them up at high speed .",['optical disc'],['Device'],"['optical disc', 'optical disc']"
"On the same day as the Surface 2 's release , Nokia ( the acquisition of their mobile business by Microsoft had just been announced , but not yet been completed ) unveiled the Lumia 2520 , a Windows RT tablet with a Qualcomm Snapdragon 800 processor , 4G LTE , and a design similar to its line of Windows Phone products .","['Surface 2', 'Lumia 2520', 'line']","['Device', 'Device', 'Device']","['Surface 2', 'Lumia 2520', 'Surface 2', 'Lumia 252', 'tablet']"
"It is n't possible to access every single type of S/36 file because these include system files , libraries , and folders , but every user-created S/36 file with a fixed record length ( only FORTRAN programs can use variable record lengths ) will suffice .","['S/36', 'S/36']","['Device', 'Device']","['S/36', 'S / 36', 'S / 36']"
Windows 10 April 2018 Update ( version 1803 ) includes WDDM 2.4 .,['WDDM'],['Device'],"['Windows 10 April 2018 Update', 'WDDM']"
The MCM/70 was sold mainly to companies and government institutions with the need to make complex calculations and mathematical analysis .,['MCM/70'],['Device'],"['MCM/70', 'MCM / 70']"
"Conan Exiles is a survival video game developed and published by Funcom for PlayStation 4 , Windows , and Xbox One .",['Xbox One'],['Device'],"['Xbox One', 'Xbox One']"
"Although large LCD television screens became quite popular , video projectors are still common among many home theater enthusiasts .","['LCD', 'video projectors']","['Device', 'Device']","['video projectors', 'LCD', 'video projectors']"
Specifies the DOS version ( and optionally the true DOS version ) to be reported to programs .,"['DOS', 'DOS']","['Device', 'Device']","['DOS', 'DOS', 'DOS']"
"In the US , the game was released for the PlayStation 3 via the PlayStation Network on September 10 , 2013 .",['PlayStation Network'],['Device'],"['PlayStation Network', 'PlayStation 3', 'PlayStation Network']"
"The CPU was upgraded to the 386 in the Series III , while an - ICON-on-a-card - for PCs also appeared .",['PCs'],['Device'],"['PCs', 'PC']"
Most Newton devices were based on the ARM 610 RISC processor and all featured handwriting-based input .,['Newton'],['Device'],"['Newton', 'Newton']"
"IBM Corp . 1984 Space Saving Keyboard ( no numeric keypad or LLP ) version of 1393464 ( Sabre airline reservation variant ) 1393705 Buckling spring 101 RJ45 Gray on oval , ULC IBM ? -1988-1991- ?","['Keyboard', 'Buckling spring']","['Device', 'Device']","['Keyboard', 'numeric keypad', 'Keyboard', 'Buckling spring']"
"Due to Capcom owning the rights to develop and publish Disney film-based video games , as well as LJN already having published Rare 's own video game adaptation of the film , Kemco decided to use Bugs Bunny , due to he and Roger both being rabbits , making it easier for Kemco to modify the Roger Rabbit game and release it outside Japan as The Bugs Bunny Crazy Castle .",['The Bugs Bunny Crazy Castle'],['Device'],"['The Bugs Bunny Crazy Castle', 'The Bugs Bunny Crazy Castle']"
There is also a feature called Cross-Play ( or Cross-Platform Play ) covering any PlayStation Vita software title that can interact with a PlayStation 3 or a PlayStation 4 software title .,['PlayStation Vita'],['Device'],"['PlayStation 4', 'PlayStation Vita', 'PlayStation Vita']"
"The RAR table is one or many data structures that provide the receiver , for each authority that submits CRIDs , information on the corresponding resolution service provider .",['CRIDs'],['Device'],"['RAR', 'CRID']"
"The Nikon E series , co-developed with Fujifilm , are autofocus 1.3 megapixel professional grade quasi-full frame ( 35mm ) Nikon F-mount digital single lens reflex cameras ( DSLR ) manufactured by Nikon since 1995 .","['digital single lens reflex cameras', 'DSLR']","['Device', 'Device']","['DSLR', 'digital single lens reflex cameras', 'DSLR']"
The Husky ( computer ) ran a ROM-based menu-driven program loader called DEMOS which could run many CP/M applications .,['Husky'],['Device'],"['The Husky ( computer )', 'Husky']"
Polkit is also being widely implemented into the desktop .,['desktop'],['Device'],"['desktop', 'desktop']"
"The PlayStation version 's main problem , as noted by critics , was the controls .",['PlayStation'],['Device'],"['PlayStation', 'PlayStation']"
"Rock Pikmin also cause more initial damage when thrown at an enemy , though they are unable to latch onto them .",['Pikmin'],['Device'],"['Rock Pikmin', 'Pikmin']"
"In August 2018 , Nintendo announced that the car steering wheel Toy-Con from the upcoming Vehicle Kit will also be compatible with Mario Kart 8 Deluxe .",['Mario Kart 8 Deluxe'],['Device'],"['Toy-Con', 'Mario Kart 8 Deluxe']"
"What actually happened was that I was in the process of adding multiwindows to vi when we installed our VAX , which would have been in December of ' 78 .",['VAX'],['Device'],"['VAX', 'VAX']"
Due to the high end specs of the Nokia Lumia 1020 and the Nokia Lumia 1520 they received Raw DNG support .,['Nokia Lumia 1020'],['Device'],"['Nokia Lumia 1520', 'Nokia Lumia 1020', 'Nokia Lumia 102', 'Nokia Lumia']"
All record processing was done on the workstation the engine was installed on .,['workstation'],['Device'],"['workstation', 'workstation']"
There are also a number of websites still supporting both hardware and software development for the BBC Micros and Acorn in general .,['BBC Micros'],['Device'],"['BBC Micros', 'BBC Micro']"
"A new app called Breathe guides users through breathing exercises throughout the day , with visuals and haptic feedback .",['haptic feedback'],['Device'],"['Breathe', 'haptic feedback']"
Specifies the DOS version ( and optionally the true DOS version ) to be reported to programs .,"['DOS', 'DOS']","['Device', 'Device']","['DOS', 'DOS', 'DOS']"
"The first concepts of stored-program computers were developed in the design of the ENIAC , the first general-purpose digital computer .",['ENIAC'],['Device'],"['ENIAC', 'ENIAC']"
"Windows 10 is said to be available to update from qualified Windows 7 with SP1 , Windows 8.1 and Windows Phone 8.1 devices from the Get Windows 10 Application ( for Windows 7 , Windows 8.1 ) or Windows Update ( Windows 7 ) .","['Windows 7', 'Windows 8.1', 'Windows 7', 'Windows 8.1', 'Windows 7']","['Device', 'Device', 'Device', 'Device', 'Device']","['Windows Phone 8.1', 'Windows 7', 'Windows 8 . 1', 'Windows 7', 'Windows 8 . 1', 'Windows 7']"
"There had also been planned TGEA compatibility with Microsoft 's game development suite for the Xbox 360 , XNA Game Studio Express .",['XNA Game Studio Express'],['Device'],"['Xbox 360', 'XNA Game Studio']"
"Upon the game 's release , customers in Japan could also purchase a set of kuji cards which came with a chance to win a Trozei themed cushion , mug , pencil case , or other item .",['Trozei'],['Device'],"['Trozei', 'Trozei']"
"Name Year Developer Publisher Film3 Ninjas Kick Back ( video game ) Malibu InteractiveSony Imagesoft3 Ninjas Kick Back007 : Licence to KillQuixelDomarkLicence to Kill007 LegendsEurocomActivisionGoldfinger , On Her Majesty 's Secret Service , Moonraker , Licence to Kill , Die Another Day , Skyfall102 Dalmatians : Puppies to the RescueCrystal DynamicsEidos Interactive ( PS1 , PC , DC ) Activision ( GBC ) 102 Dalmatians300 : March to GloryCollision StudiosWarner Bros . Games300A Sound of Thunder ( video game ) Möbius EntertainmentBAM !",['GBC'],['Device'],"['PC', 'GB']"
Copy entire drive in to a mapped network drive while ignoring any errors in network restartable mode .,['Copy'],['Device'],['network drive']
The company offered the initial release of the new MSN 2.0 service on a CD-ROM that it sent to MSN subscribers in the fall of 1996 .,['CD-ROM'],['Device'],"['CD-ROM', 'CD - ROM']"
"However , this file , along with AUTOEXEC.BAT , is essential for the complete bootup process to occur with the DOS operating system .",['DOS'],['Device'],"['DOS', 'DOS']"
"The Apple I as delivered was still technically a kit computer , as it did not have a power supply , case , or keyboard when it was delivered to the Byte Shop .","['Apple I', 'keyboard']","['Device', 'Device']","['Apple I', 'Apple I']"
N-Gage games are packaged differently than normal Symbian applications and have the extension - .n-gage - and can only run via the N-Gage application .,"['N-Gage', 'N-Gage']","['Device', 'Device']","['N-Gage', 'N - Gage', 'N - Gage']"
"Tom Warren of The Verge said that although Windows 8 's emphasis on touch computing was significant and risked alienating desktop users , he felt that Windows 8 tablets -[make] an iPad feel immediately out of date - due to the capabilities of the operating system 's hybrid model and increased focus on cloud services .","['tablets', 'iPad']","['Device', 'Device']","['iPad', 'tablets', 'iPad']"
An overhead projector designed by American scientist Henry Morton was marketed around 1880 as a - vertical lantern - .,['overhead projector'],['Device'],"['overhead projector', 'overhead projector']"
"However , the original graphics card had to remain in place even if no longer in use , as it formed an essential part of the bridge connecting the expansion board to the motherboard , and although it featured DIP switch jumpers to select between MDA/Hercules , 40 and 80 column CGA , and expanded video options including its own ( as per the IBM motherboard settings ) , there was no - disable - switch .","['motherboard', 'CGA', 'motherboard']","['Device', 'Device', 'Device']","['graphics card', 'CGA', 'motherboard', 'CGA']"
"Bannerlord , however , includes significant improvements to numerous elements of gameplay .",['Bannerlord'],['Device'],"['Bannerlord', 'Bannerlord']"
A Namco representative further clarified that - The Baten Kaitos DS project has been stopped once .,['DS'],['Device'],"['DS', 'DS']"
"Although not the first Mac game — the first Macintosh shipped with Puzzle , a built-in Desk Accessory — Through the Looking Glass remains the only game ever written and published directly by Apple , as opposed to the many games it resells .",['Macintosh'],['Device'],"['Macintosh', 'Mac', 'Macintosh']"
Starting with Windows NT 4 the filesystem driver PINBALL.SYS enabling the read/write access is not shipped anymore .,['Windows NT 4'],['Device'],"['Windows NT 4', 'Windows NT 4']"
"OS X Yosemite was announced and released to developers on June 2 , 2014 , at WWDC 2014 and released to public beta testers on July 24 , 2014 .",['OS X Yosemite'],['Device'],"['OS X Yosemite', 'OS X Yosemite']"
"Shigeru Miyamoto announced Pikmin 3 on July 16 , 2008 , for the Wii console , later stating at E3 2011 that it had transitioned to Wii U .",['Wii U'],['Device'],"['Wii U', 'Pikmin', 'Wii U']"
The issues brought up were discussed a few days later at the Maintainers Summit .,['Summit'],['Device'],"['Maintainers Summit', 'Summit']"
A common problem with the HP200LX case is related to the injected-molded case top .,['HP200LX'],['Device'],"['HP200LX', 'HP200L']"
"Most available commercial chess programs and machines can play at super-grandmaster strength ( Elo 2700 or more ) , and take advantage of multi-core and hyperthreaded computer CPU architectures .",['CPU'],['Device'],"['hyperthreaded', 'CPU']"
"For its initial release , the 3DO had a $700 retail price tag and only a single available game ready for market .",['3DO'],['Device'],"['3DO', '3DO']"
The largest addition in Mario Kart 8 Deluxe is the updated battle mode .,['Mario Kart 8 Deluxe'],['Device'],"['Mario Kart 8 Deluxe', 'Mario Kart 8 Deluxe']"
"All models support : MMX , SSE , SSE2 , SSE3 , SSSE3 , SSE4.1 , SSE4.2 , AVX , Enhanced Intel SpeedStep Technology ( EIST ) , Intel 64 , XD bit ( an NX bit implementation ) , TXT , Intel VT-x , Intel VT-d , AES-NI , Smart Cache .","['Intel SpeedStep', 'EIST', 'TXT']","['Device', 'Device', 'Device']","['Intel SpeedStep', 'Intel SpeedStep', 'EIST', 'TXT']"
"Netflix is a curious case for the PS TV , as the app , which worked for the Vita , remains broken for the mini console .",['PS TV'],['Device'],"['PS TV', 'PS TV']"
"Typically this meant adding a NuBus controller chip between the bus and any I/O chips on the card , increasing costs .",['NuBus'],['Device'],"['NuBus', 'NuBus']"
"Downloadable content was released for the PSN version on November 9 , 2010 , to coincide with the film 's DVD and Blu-ray Disc release , including Knives Chau as a playable character and two additional game modes : Battle Royal and Dodge Ball .",['PSN'],['Device'],"['Blu-ray Disc', 'PSN']"
"Sean Hollister of The Verge likened the 2019 redesign to - a world on fire - , saying it was something - many of us can easily identify with these days - , and saying that he believes the logo will - grow on  [ him ]   - .",['logo'],['Device'],"['on fire', 'logo']"
"Commodore had initially been working on a much-improved version of the original Amiga chipset , codenamed - AAA - , but when development fell behind they rushed out the less-improved AGA , found on the A4000 and CD32 units .","['Amiga', 'AAA', 'AGA', 'A4000', 'CD32']","['Device', 'Device', 'Device', 'Device', 'Device']","['CD32', 'A4000', 'Amiga', 'AGA', 'CD32']"
"The Cat 's array of I/O interfaces encompasses one Centronics parallel port , one RS-232C serial port ( DB-25 ) , and two RJ11 telephone jacks for the modem loop .",['parallel port'],['Device'],"['Cat', 'parallel port']"
The Game Boy version of Tetris plays identically to versions on other platforms .,['Game Boy'],['Device'],"['Game Boy', 'Game Boy', 'Te']"
"As of 2005 , it was already the V850 era , and the V850family has been enjoying great success .",['V850'],['Device'],"['V850', 'V850']"
