Text,entities,entity_types,UniNER
"However , unlike BROP , JIT-ROP is not an attack which is interactive , and seeks to adapt to no-crash/crash situations , but rather , the attacker will send out a script which will discover gadgets , then subsequently creates an attack for delivery .",['BROP'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Another benign use of code injection could be the discovery of injection flaws themselves , with the intention of fixing these flaws .","['code injection', 'injection flaws']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Comparing domain names is an essential part of enforcing this policy , so DNS rebinding circumvents this protection by abusing the Domain Name System ( DNS ) .",['DNS rebinding'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On January 26 , 2006 , Microsoft and the Washington state attorney general filed suit against Secure Computer for its Spyware Cleaner product .",['Spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Anti-spyware programs often report Web advertisers ' HTTP cookies , the small text files that track browsing activity , as spyware .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
A major crime associated with spoofed URLs is identity theft .,['spoofed URLs'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Pacman creates an ' oracle ' that lets an attacker guess a pointer 's PAC signature without crashing the program if the guess is wrong .,['Pacman'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The use of deep packet inspection ( DPI ) can detect , at the network perimeter , very basic remote attempts to exploit buffer overflows by use of attack signatures and heuristics .",['buffer overflows'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The bait is an innocent-looking URL , pointing to a trusted site but containing the XSS vector .",['XSS'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The POODLE attack against TLS was found to be easier to initiate than the initial POODLE attack against SSL .,"['POODLE attack', 'POODLE attack']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Detection of drive-by download attacks is an active area of research .,['drive-by download'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"It is not essential that a user login to exploit session fixation attacks and , although these unauthenticated attacks are not constrained to cross-sub-domain cookie attacks , the implications of sub-domain attacks are relevant to these unauthenticated scenarios .",['session fixation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Meltdown patches may produce performance loss .,['Meltdown'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Websites which rely on redirects from unencrypted HTTP to encrypted HTTPS can also be vulnerable to downgrade attacks ( e.g. , sslstrip ) , as the initial redirect is not protected by encryption .",['downgrade attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The vulnerability was called Spectre because it was "" based on the root cause , speculative execution .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Between 1985 and 1987 , arithmetic overflow in the Therac-25 radiation therapy machines , along with a lack of hardware safety controls , caused the death of at least six people from radiation overdoses .",['arithmetic overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"At the end of July 2018 , researchers at the Graz University of Technology revealed "" NetSpectre "" , a new type of remote attack similar to Spectre V1 , but which does not need attacker-controlled code to be run on the target device at all .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Pacman is similar to Spectre , abusing two key CPU optimisations to create a PAC oracle : branch prediction and memory caching .",['Pacman'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A number of platforms have subtle differences in their implementation of the call stack that can affect the way a stack buffer overflow exploit will work .,['stack buffer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Hold Security described the group responsible for the hack as a small group of "" fewer than a dozen men in their 20s ... based in a small city in south central Russia , the region flanked by Kazakhstan and Mongolia "" , and dubbed the group CyberVor ( Russian , lit .",['CyberVor'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The BlueKeep security vulnerability was first noted by the UK National Cyber Security Centre and , on 14 May 2019 , reported by Microsoft .",['BlueKeep'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Whereas Meltdown allows unauthorized applications to read from privileged memory to obtain sensitive data from processes running on the same cloud server , Spectre can allow malicious programs to induce a hypervisor to transmit the data to a guest system running on top of it .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Indistinguishability : Covert channel must lack identification .,['Covert channel'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A heap spray by itself cannot be used to break any security boundaries : a separate security issue is needed .,['heap spray'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"They show the same erratic behavior as dangling pointers , though they are less likely to stay undetected because many compilers will raise a warning at compile time if declared variables are accessed before being initialized .",['dangling pointers'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Another mitigation is to implement "" anti-POODLE record splitting "" .",[],[],"defaultdict(<class 'list'>, {})"
"Instead , spyware installs itself on a system by deceiving the user or by exploiting software vulnerabilities .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
Rootkits have been created as Type II Hypervisors in academia as proofs of concept .,['Rootkits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Automated web application security scanners would not easily detect this type of SQL injection and may need to be manually instructed where to check for evidence that it is being attempted .,['SQL injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Horizontal privilege escalation occurs when an application allows the attacker to gain access to resources which normally would have been protected from an application or user .,['privilege escalation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In Unix , the following C code , when used in a setuid program , has a TOCTOU bug :",['TOCTOU'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In 2017 , version 1.0 of the USG dongle , which acts like a hardware firewall , was released , which is designed to prevent BadUSB style attacks .",['BadUSB'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A different form of race condition exists in file systems where unrelated programs may affect each other by suddenly using up available resources such as disk space , memory space , or processor cycles .",['race condition'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"None of the counter-exploitation techniques mentioned above , including removing potentially dangerous functions from shared libraries altogether , are effective against a return-oriented programming attack .",['return-oriented programming'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 14 May 2019 , Intel published a security advisory on its website detailing its plans to mitigate ZombieLoad .",['ZombieLoad'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Shameware or "" accountability software "" is a type of spyware that is not hidden from the user , but operates with their knowledge , if not necessarily their consent .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
Stopping an XSS attack when accepting HTML input from users is much more complex in this situation .,['XSS attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In 2010 , DARPA initiated a program under the same name ( Cyber Insider Threat ( CINDER ) Program ) to develop novel approaches to the detection of activities within military-interest networks that are consistent with the activities of cyber espionage .",['Cyber Insider Threat'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Smudge attacks are particularly dangerous since fingerprint smudges can be hard to remove from touchscreens , and the persistence of these fingerprints increases the threat of an attack .",['Smudge attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Courts have not yet had to decide whether advertisers can be held liable for spyware that displays their ads .,['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Content sniffing techniques tend to use a mixture of techniques that rely on the redundancy found in most file formats : looking for file signatures and magic numbers , and heuristics including searching for well-known representative substrings , the use of byte frequency and n-gram tables , and Bayesian inference .",['Content sniffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Once installed , a rootkit takes active measures to obscure its presence within the host system through subversion or evasion of standard operating system security tools and application programming interface ( APIs ) used for diagnosis , scanning , and monitoring .",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"More recent row hammer patterns include non-uniform , frequency-based patterns .",['row hammer'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In internet security , an open redirect is a type of computer security vulnerability found in web applications .",['open redirect'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Buffer overflow protection is any of various techniques used during software development to enhance the security of executable programs by detecting buffer overflows on stack-allocated variables , and preventing them from causing program misbehavior or from becoming serious security vulnerabilities .",['Buffer overflow protection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The FREAK attack in OpenSSL has the identifier .,['FREAK attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The paper often credited with naming the technique , "" Heap Feng Shui in JavaScript "" , used it to refer to an exploit in which a dangling pointer was aligned with a portion of an attacker-controlled chunk .",['Heap Feng Shui'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Mallory is thus unsuccessful in the session fixation attempt .,['session fixation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The Terrapin attack is a cryptographic attack on the commonly used SSH protocol that is used for secure command-and-control throughout the Internet .,['Terrapin attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The DirtyTooth hack works impersonating the A2DP profile so that a user 's iOS device connects , changing to a PBAP profile after pairing without having to enter a PIN if the device has Bluetooth version 2.1 or higher .",['DirtyTooth'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In computer science , session hijacking , sometimes also known as cookie hijacking , is the exploitation of a valid computer session — sometimes also called a session key — to gain unauthorized access to information or services in a computer system .","['session hijacking', 'cookie hijacking']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 18 January 2018 , unwanted reboots , even for newer Intel chips , due to Meltdown and Spectre patches , were reported .",['Meltdown'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"For example , a clickjacked page tricks a user into performing undesired actions by clicking on concealed links .",['clickjacked'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A full list of browser versions and levels of vulnerability to different attacks ( including POODLE ) can be found in the article Transport Layer Security .,['POODLE'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"After decoding the shellcode the decoder transfers control to it , so it can be executed as normal .",['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The earliest documented hostile exploitation of a buffer overflow was in 1988 .,['buffer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Apple 's macOS dynamic linker is an open-source project released as part of Darwin and can be found in the Apple 's open-source dyld project .,"['dynamic linker', 'dyld']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"As of 2018 , almost every computer system is affected by Spectre , including desktops , laptops , and mobile devices .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Former New York State Attorney General and former Governor of New York Eliot Spitzer has pursued spyware companies for fraudulent installation of software .,['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"A shatter attack takes advantage of a design flaw in Windows 's message-passing system whereby arbitrary code could be injected into any other running application or service in the same session , that makes use of a message loop .",['shatter attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"However a malicious person may know of a code injection vulnerability in the guestbook , and enters a message such as :",['code injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This type of privilege escalation occurs when the user or process is able to obtain a higher level of access than an administrator or system developer intended , possibly by performing kernel-level operations .",['privilege escalation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In August 2020 , an SQL injection attack was used to access information on the romantic interests of many Stanford students , as a result of insecure data sanitization standards on the part of Link , a start-up founded on campus by undergraduate Ishan Gandhi .",['SQL injection attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Some malicious rootkit installations are commercially driven , with a pay-per-install ( PPI ) compensation method typical for distribution .",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Foreshadow may be very difficult to exploit .,['Foreshadow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Likewise , some spyware will detect attempts to remove registry keys and immediately add them again .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"In general , memory safety can be safely assured using tracing garbage collection and the insertion of runtime checks on every memory access ; this approach has overhead , but less than that of Valgrind .",['memory safety'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Return-oriented programming on the x86 takes advantage of the fact that the instruction set is very "" dense "" , that is , any random sequence of bytes is likely to be interpretable as some valid set of x86 instructions .",['Return-oriented programming'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Reverse Heartbleed affected millions of application instances .,['Heartbleed'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Self-XSS ( self cross-site scripting ) is a social engineering attack used to gain control of victims ' web accounts .,['Self-XSS'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Bounds checking can prevent buffer over-reads , while fuzz testing can help detect them .",['buffer over-reads'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
In 2012 mass assignment on Ruby on Rails allowed bypassing of mapping restrictions and resulted in proof of concept injection of unauthorized SSH public keys into user accounts at GitHub .,['mass assignment'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Since the release of Ivy Bridge microarchitecture , Intel Xeon processors support the so-called pseudo target row refresh ( pTRR ) that can be used in combination with pTRR-compliant DDR3 dual in-line memory modules ( DIMMs ) to mitigate the row hammer effect by automatically refreshing possible victim rows , with no negative impact on performance or power consumption .",['row hammer effect'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Arbitrary code execution signifies that if someone sends a specially designed set of data to a computer , they can make it do whatever they want .",['Arbitrary code execution'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"System hardening represents one of the first layers of defence against a rootkit , to prevent it from being able to install .",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
CookieJacking is a form of clickjacking in which cookies are stolen from the victim 's web browsers .,['clickjacking'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"By showing users overlaid letters , numbers and patterns , which would only reveal themselves if a user had visited a specific website , the researchers were able to trick over 307 participants into potentially revealing their browsing history via history sniffing .",['history sniffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
These monitor the flow of information going to and from a networked computer and provide protection against spyware and malware .,['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
Dangling pointers and wild pointers in computer programming are pointers that do not point to a valid object of the appropriate type .,"['Dangling pointers', 'wild pointers']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Improper input validation or unchecked user input is a type of vulnerability in computer software that may be used for security exploits .,"['Improper input validation', 'unchecked user input']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
One form of clickjacking takes advantage of vulnerabilities that are present in applications or web pages to allow the attacker to manipulate the user 's computer for their own advantage .,['clickjacking'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"It allows the actual length of the TLS payload to be disguised by the insertion of padding to round it up to a fixed set of lengths , or to randomize the external length , thereby decreasing the likelihood of detecting small changes in compression ratio that is the basis for the BREACH attack .",['BREACH'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"An XSS worm , sometimes referred to as a cross site scripting virus , is a malicious ( or sometimes non-malicious ) payload , usually written in JavaScript , that breaches browser security to propagate among visitors of a website in the attempt to progressively infect other visitors .",['XSS worm'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In assembly code , the same function can be performed in a multitude of ways and there is some variety in the lengths of opcodes that can be used for this purpose ; good shellcode writers can put these small opcodes to use to create more compact shellcode .","['shellcode', 'shellcode']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The Dirty COW vulnerability has many perceived use cases including proven examples , such as obtaining root permissions in Android devices , as well as several speculated implementations .",['Dirty COW'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A non-executable stack can prevent some buffer overflow exploitation , however it cannot prevent a return-to-libc attack because in the return-to-libc attack only existing executable code is used .","['return-to-libc attack', 'return-to-libc attack']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"While the optimal defence against DOM clobbering would be to turn off access to named DOM elements , this is currently not feasible due to the significant active usage of these features as per Chrome telemetry data in 2021 .",['DOM clobbering'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Major anti-virus firms such as Symantec , PC Tools , McAfee and Sophos have also added anti-spyware features to their existing anti-virus products .",[],[],"defaultdict(<class 'list'>, {})"
Spyware may try to deceive users by bundling itself with desirable software .,['Spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Although there are many countermeasures that help protect against smudge attacks , creating secure passwords can be the first step to protecting a device .",['smudge attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In 2009 , researchers from Microsoft and North Carolina State University demonstrated a hypervisor-layer anti-rootkit called Hooksafe , which provides generic protection against kernel-mode rootkits .","['anti-rootkit', 'rootkits']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A program that is designed to exploit such a vulnerability is called an arbitrary code execution exploit .,['arbitrary code execution'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Internet Explorer also serves as a point of attachment for spyware in the form of Browser Helper Objects , which modify the browser 's behaviour .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
In order to analyze what a shellcode attempts to do it must be loaded into another process .,['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In a DOM-based XSS attack , the malicious data does not touch the web server .",['XSS attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Vertical privilege escalation , also known as privilege elevation , where a lower privilege user or application accesses functions or content reserved for higher privilege users or applications ( e.g.",['privilege escalation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Socket re-using shellcode is more elaborate , since the shellcode needs to find out which connection to re-use and the machine may have many connections open .","['shellcode', 'shellcode']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Two common varieties are DNS cache poisoning and ARP cache poisoning .,"['cache poisoning', 'cache poisoning']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The Shellshock bug affects Bash , a program that various Unix-based systems use to execute command lines and command scripts .",['Shellshock bug'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Dangling pointers arise during object destruction , when an object that has an incoming reference is deleted or deallocated , without modifying the value of the pointer , so that the pointer still points to the memory location of the deallocated memory .",['Dangling pointers'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Off-by-one errors are common in using the C library because it is not consistent with respect to whether one needs to subtract 1 byte – functions like fgets( ) and strncpy will never write past the length given them (fgets( ) subtracts 1 itself , and only retrieves ( length−1 ) bytes ) , whereas others , like strncat will write past the length given them .",['Off-by-one errors'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Use of the term "" spyware "" has eventually declined as the practice of tracking users has been pushed ever further into the mainstream by major websites and data mining companies ; these generally break no known laws and compel users to be tracked , not by fraudulent practices per se , but by the default settings created for users and the language of terms-of-service agreements .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Stack protection is standard in certain operating systems , including OpenBSD .",['Stack protection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In late April 2021 , a related vulnerability was discovered that breaks through the security systems designed to mitigate Spectre through use of the micro-op cache .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Buffer overflows were understood and partially publicly documented as early as 1972 , when the Computer Security Technology Planning Study laid out the technique : "" The code performing this function does not check the source and destination addresses properly , permitting portions of the monitor to be overlaid by the user .",['Buffer overflows'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"When the amount of data that an attacker can inject into the target process is too limited to execute useful shellcode directly , it may be possible to execute it in stages .",['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Some devices ( such as wireless routers ) will have unique default router usernames and passwords printed on a sticker , which is more secure than a common default password .",['default password'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Login spoofing usually is indicative of a much more heinous form of vandalism or attack in which case the attacker has already gained access to the victim computer to at least some degree .,['Login spoofing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The HPKP is not valid without this backup key ( a backup key is defined as a public key not present in the current certificate chain ) .,['HPKP'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Common types of files distributed in drive-by download attacks include computer viruses , spyware , or crimeware .",['drive-by download'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A mitigation for SROP called signal cookies has been proposed .,['SROP'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
This change in architecture is frequently suggested as a solution to the stack buffer overflow problem because any overflow of a stack buffer that occurs within the same stack frame cannot overwrite the return pointer .,['stack buffer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Personal computers such as desktops and laptops are often better targets for pharming because they receive poorer administration than most Internet servers .,['pharming'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"With the combination of its severity , ease of exploiting , lack of practically any preconditions and the sheer volume of affected networks , the Misfortune Cookie could be considered truly unique .",['Misfortune Cookie'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Put another way , return-oriented programming provides a fully functional "" language "" that an attacker can use to make a compromised machine perform any operation desired .",['return-oriented programming'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On the other hand , if the attacker establishes the connection , the shellcode is called a bindshell because the shellcode binds to a certain port on the victim 's machine .","['shellcode', 'bindshell', 'shellcode']","['Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Such programs inspect the contents of the Windows registry , operating system files , and installed programs , and remove files and entries which match a list of known spyware .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Different from other clickjacking techniques that redress a UI , MouseJack is a wireless hardware-based UI vulnerability first reported by Marc Newlin of Bastille.net in 2016 which allows external keyboard input to be injected into vulnerable dongles .",['clickjacking'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
SMBrelay receives a connection on UDP port 139 and relays the packets between the client and server of the connecting Windows machine to the originating computer 's port 139 .,['SMBrelay'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In computing , a structural vulnerability is an IT system weakness that consists of several so-called component vulnerabilities .",['structural vulnerability'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Another crime associated with spoofed URLs is setting up a fake anti-malware software .,['spoofed URLs'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
This means that the sprayed heap will roughly be in the same location each and every time the heap spray is run .,['heap spray'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In August 2019 , a related transient execution CPU vulnerability , Spectre SWAPGS ( ) , was reported .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 13 August 2019 , related BlueKeep security vulnerabilities , collectively named DejaBlue , were reported to affect newer Windows versions , including Windows 7 and all recent versions of the operating system up to Windows 10 , as well as the older Windows versions .","['BlueKeep', 'DejaBlue']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Code injection techniques are popular in system hacking or cracking to gain information , privilege escalation or unauthorized access to a system .",['Code injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A critical race condition occurs when the order in which internal variables are changed determines the eventual state that the state machine will end up in .,['race condition'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Individual users can use cellphone / computer with physical ( electric ) switch , or isolated electronic switch that disconnects microphone , camera without bypass and keep it in disconnected position where not in use , that limits information that spyware can collect .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"In web security , cross-site tracing ( abbreviated "" XST "" ) is a network security vulnerability exploiting the HTTP TRACE method .",['cross-site tracing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
